epoch,step,train_eigval_1_epoch,train_eigval_1_step,train_eigval_2_epoch,train_eigval_2_step,train_loss_epoch,train_loss_step,valid_eigval_1_epoch,valid_eigval_1_step,valid_eigval_2_epoch,valid_eigval_2_step,valid_loss_epoch,valid_loss_step
,0,,,,,,,,0.8970623016357422,,0.811943531036377,,-1.463973045349121
0,0,,,,,,,0.8970623016357422,,0.811943531036377,,-1.463973045349121,
0,0,0.8006595373153687,,0.6177455186843872,,-1.02266526222229,,,,,,,
,1,,,,,,,,0.9382567405700684,,0.8503789901733398,,-1.6034700870513916
1,1,,,,,,,0.9382567405700684,,0.8503790497779846,,-1.6034700870513916,
1,1,0.8961141705513,,0.8157694339752197,,-1.4685002565383911,,,,,,,
,2,,,,,,,,0.9547634720802307,,0.8654701113700867,,-1.660611867904663
2,2,,,,,,,0.9547634124755859,,0.8654700517654419,,-1.6606117486953735,
2,2,0.9370445609092712,,0.8551963567733765,,-1.6094133853912354,,,,,,,
,3,,,,,,,,0.9627705216407776,,0.8736728429794312,,-1.6902313232421875
3,3,,,,,,,0.9627704620361328,,0.8736728429794312,,-1.690231442451477,
3,3,0.953685998916626,,0.8706003427505493,,-1.6674619913101196,,,,,,,
,4,,,,,,,,0.9673476815223694,,0.8792253732681274,,-1.7087987661361694
4,4,,,,,,,0.9673476219177246,,0.8792253136634827,,-1.7087987661361694,
4,4,0.9618431329727173,,0.8789734840393066,,-1.6977365016937256,,,,,,,
,5,,,,,,,,0.9703561067581177,,0.8836911916732788,,-1.7225010395050049
5,5,,,,,,,0.9703561067581177,,0.883691132068634,,-1.7225010395050049,
5,5,0.9665746688842773,,0.8846443295478821,,-1.7168619632720947,,,,,,,
,6,,,,,,,,0.9725881218910217,,0.8877109885215759,,-1.7339584827423096
6,6,,,,,,,0.9725881218910217,,0.8877109885215759,,-1.7339586019515991,
6,6,0.9697090983390808,,0.8891996145248413,,-1.7310116291046143,,,,,,,
,7,,,,,,,,0.9743670225143433,,0.8915794491767883,,-1.744304895401001
7,7,,,,,,,0.9743670225143433,,0.8915794491767883,,-1.7443050146102905,
7,7,0.9720273613929749,,0.8932886123657227,,-1.7428019046783447,,,,,,,
,8,,,,,,,,0.975861132144928,,0.8954716324806213,,-1.7541744709014893
8,8,,,,,,,0.9758611917495728,,0.8954715728759766,,-1.7541744709014893,
8,8,0.9739004373550415,,0.8972347974777222,,-1.7535123825073242,,,,,,,
,9,,,,,,,,0.9771241545677185,,0.8994576930999756,,-1.7637958526611328
9,9,,,,,,,0.9771241545677185,,0.8994576930999756,,-1.7637959718704224,
9,9,0.9754437208175659,,0.9011959433555603,,-1.7636446952819824,,,,,,,
,10,,,,,,,,0.9781643748283386,,0.903568685054779,,-1.7732418775558472
10,10,,,,,,,0.9781643748283386,,0.903568685054779,,-1.7732417583465576,
10,10,0.9767562747001648,,0.905225932598114,,-1.773486852645874,,,,,,,
,11,,,,,,,,0.9789952635765076,,0.9078090190887451,,-1.7825489044189453
11,11,,,,,,,0.9789952039718628,,0.9078090786933899,,-1.7825487852096558,
11,11,0.9778485894203186,,0.9093567728996277,,-1.7831175327301025,,,,,,,
,12,,,,,,,,0.9796072840690613,,0.9121740460395813,,-1.7916918992996216
12,12,,,,,,,0.9796072840690613,,0.9121741056442261,,-1.791691780090332,
12,12,0.9787065386772156,,0.9136180281639099,,-1.7925641536712646,,,,,,,
,13,,,,,,,,0.9799595475196838,,0.9166246652603149,,-1.8005214929580688
13,13,,,,,,,0.9799595475196838,,0.9166246652603149,,-1.8005213737487793,
13,13,0.9793108701705933,,0.9179368615150452,,-1.8016579151153564,,,,,,,
,14,,,,,,,,0.9800363183021545,,0.9211028814315796,,-1.8089017868041992
14,14,,,,,,,0.9800363779067993,,0.9211028814315796,,-1.8089016675949097,
14,14,0.9796804189682007,,0.9223175644874573,,-1.81044340133667,,,,,,,
,15,,,,,,,,0.9798323512077332,,0.9255337119102478,,-1.8166840076446533
15,15,,,,,,,0.9798323512077332,,0.9255337119102478,,-1.8166841268539429,
15,15,0.9797688722610474,,0.9266727566719055,,-1.8186695575714111,,,,,,,
,16,,,,,,,,0.9793793559074402,,0.9298214912414551,,-1.8237519264221191
16,16,,,,,,,0.9793792963027954,,0.9298215508460999,,-1.8237518072128296,
16,16,0.9795520305633545,,0.9309377670288086,,-1.826167345046997,,,,,,,
,17,,,,,,,,0.9787361025810242,,0.933890700340271,,-1.8300762176513672
17,17,,,,,,,0.9787360429763794,,0.9338907599449158,,-1.8300762176513672,
17,17,0.9791204333305359,,0.9350216388702393,,-1.8329421281814575,,,,,,,
,18,,,,,,,,0.978027880191803,,0.9376511573791504,,-1.8357281684875488
18,18,,,,,,,0.978027880191803,,0.9376511573791504,,-1.8357280492782593,
18,18,0.9784621000289917,,0.938847541809082,,-1.8388227224349976,,,,,,,
,19,,,,,,,,0.9773492217063904,,0.9410182237625122,,-1.8407268524169922
19,19,,,,,,,0.9773492813110352,,0.9410182237625122,,-1.8407268524169922,
19,19,0.9777547121047974,,0.9423161149024963,,-1.843963861465454,,,,,,,
,20,,,,,,,,0.9768696427345276,,0.9439631700515747,,-1.8453407287597656
20,20,,,,,,,0.9768696427345276,,0.9439631104469299,,-1.8453407287597656,
20,20,0.9771028161048889,,0.9453975558280945,,-1.8485063314437866,,,,,,,
,21,,,,,,,,0.9767021536827087,,0.9464867115020752,,-1.8497841358184814
21,21,,,,,,,0.9767022132873535,,0.9464867115020752,,-1.849784016609192,
21,21,0.9766457080841064,,0.9480265974998474,,-1.8525911569595337,,,,,,,
,22,,,,,,,,0.9768936634063721,,0.9486068487167358,,-1.8541761636734009
22,22,,,,,,,0.9768937230110168,,0.9486068487167358,,-1.8541761636734009,
22,22,0.9765423536300659,,0.9502547383308411,,-1.856618881225586,,,,,,,
,23,,,,,,,,0.9773977398872375,,0.9503907561302185,,-1.858548879623413
23,23,,,,,,,0.9773977398872375,,0.9503907561302185,,-1.858548879623413,
23,23,0.9768032431602478,,0.9520933032035828,,-1.860626220703125,,,,,,,
,24,,,,,,,,0.9782243967056274,,0.9518983960151672,,-1.8630335330963135
24,24,,,,,,,0.9782243967056274,,0.9518983960151672,,-1.8630335330963135,
24,24,0.9774046540260315,,0.9536381363868713,,-1.8647456169128418,,,,,,,
,25,,,,,,,,0.9792551398277283,,0.953174889087677,,-1.8674830198287964
25,25,,,,,,,0.979255199432373,,0.9531748294830322,,-1.8674829006195068,
25,25,0.9783373475074768,,0.954968273639679,,-1.8691084384918213,,,,,,,
,26,,,,,,,,0.9803904294967651,,0.9542860984802246,,-1.8718273639678955
26,26,,,,,,,0.9803904294967651,,0.9542860984802246,,-1.8718273639678955,
26,26,0.979433000087738,,0.956131100654602,,-1.8734755516052246,,,,,,,
,27,,,,,,,,0.9815707802772522,,0.9552528858184814,,-1.8759891986846924
27,27,,,,,,,0.9815707802772522,,0.9552529454231262,,-1.8759890794754028,
27,27,0.9806473851203918,,0.9571499824523926,,-1.8778053522109985,,,,,,,
,28,,,,,,,,0.9827081561088562,,0.9561319351196289,,-1.8799035549163818
28,28,,,,,,,0.9827080965042114,,0.9561319947242737,,-1.8799035549163818,
28,28,0.9818838834762573,,0.9580382704734802,,-1.8819332122802734,,,,,,,
,29,,,,,,,,0.9837750792503357,,0.956946074962616,,-1.883559226989746
29,29,,,,,,,0.9837750792503357,,0.956946074962616,,-1.883559226989746,
29,29,0.9830633997917175,,0.9588716626167297,,-1.8858485221862793,,,,,,,
,30,,,,,,,,0.9847189784049988,,0.9577242732048035,,-1.8869073390960693
30,30,,,,,,,0.9847190380096436,,0.9577242732048035,,-1.8869074583053589,
30,30,0.9841611981391907,,0.9596391320228577,,-1.889480710029602,,,,,,,
,31,,,,,,,,0.985544741153717,,0.958497166633606,,-1.8900153636932373
31,31,,,,,,,0.9855448007583618,,0.958497166633606,,-1.8900153636932373,
31,31,0.9851467609405518,,0.9603545069694519,,-1.8927947282791138,,,,,,,
,32,,,,,,,,0.9862418174743652,,0.9592722654342651,,-1.892876148223877
32,32,,,,,,,0.9862418174743652,,0.9592722654342651,,-1.892876148223877,
32,32,0.9859965443611145,,0.9610590934753418,,-1.8958239555358887,,,,,,,
,33,,,,,,,,0.9868359565734863,,0.9600875973701477,,-1.895613431930542
33,33,,,,,,,0.9868359565734863,,0.9600875973701477,,-1.895613431930542,
33,33,0.98673415184021,,0.9617637991905212,,-1.8986338376998901,,,,,,,
,34,,,,,,,,0.9873248934745789,,0.9609350562095642,,-1.8982065916061401
34,34,,,,,,,0.9873248934745789,,0.9609350562095642,,-1.8982065916061401,
34,34,0.9873522520065308,,0.9624586701393127,,-1.901190996170044,,,,,,,
,35,,,,,,,,0.9877194762229919,,0.9618390202522278,,-1.9007240533828735
35,35,,,,,,,0.9877194166183472,,0.9618390202522278,,-1.9007240533828735,
35,35,0.987864077091217,,0.9631917476654053,,-1.9036136865615845,,,,,,,
,36,,,,,,,,0.9880462884902954,,0.9627705216407776,,-1.9031624794006348
36,36,,,,,,,0.9880463480949402,,0.9627704620361328,,-1.9031623601913452,
36,36,0.9882767200469971,,0.963921844959259,,-1.9058363437652588,,,,,,,
,37,,,,,,,,0.9883334636688232,,0.9637220501899719,,-1.905563235282898
37,37,,,,,,,0.9883334636688232,,0.9637220501899719,,-1.9055631160736084,
37,37,0.9886317253112793,,0.9646673798561096,,-1.9079759120941162,,,,,,,
,38,,,,,,,,0.9885593056678772,,0.9646589159965515,,-1.9078164100646973
38,38,,,,,,,0.9885593056678772,,0.9646589159965515,,-1.9078165292739868,
38,38,0.9889386296272278,,0.9653895497322083,,-1.909976601600647,,,,,,,
,39,,,,,,,,0.9887624979019165,,0.9655885696411133,,-1.9100126028060913
39,39,,,,,,,0.9887624979019165,,0.9655885696411133,,-1.9100126028060913,
39,39,0.9892041087150574,,0.9661080837249756,,-1.9118895530700684,,,,,,,
,40,,,,,,,,0.9889447689056396,,0.9664610028266907,,-1.9120585918426514
40,40,,,,,,,0.9889447689056396,,0.9664610028266907,,-1.9120585918426514,
40,40,0.9894341230392456,,0.966804563999176,,-1.9136909246444702,,,,,,,
,41,,,,,,,,0.9891050457954407,,0.9672729969024658,,-1.9139457941055298
41,41,,,,,,,0.9891050457954407,,0.967272937297821,,-1.9139457941055298,
41,41,0.9896346926689148,,0.9674369692802429,,-1.9153110980987549,,,,,,,
,42,,,,,,,,0.9892509579658508,,0.9680200815200806,,-1.9156802892684937
42,42,,,,,,,0.989250898361206,,0.9680200219154358,,-1.915680170059204,
42,42,0.9898131489753723,,0.9680244326591492,,-1.9168014526367188,,,,,,,
,43,,,,,,,,0.9894019365310669,,0.9686988592147827,,-1.917293667793274
43,43,,,,,,,0.9894019365310669,,0.9686988592147827,,-1.917293667793274,
43,43,0.989993691444397,,0.9685722589492798,,-1.9182196855545044,,,,,,,
,44,,,,,,,,0.989556610584259,,0.9693071246147156,,-1.918778657913208
44,44,,,,,,,0.989556610584259,,0.9693071246147156,,-1.9187785387039185,
44,44,0.9901522397994995,,0.9690869450569153,,-1.919530987739563,,,,,,,
,45,,,,,,,,0.9896959066390991,,0.9698432087898254,,-1.9200937747955322
45,45,,,,,,,0.9896959066390991,,0.9698432087898254,,-1.9200937747955322,
45,45,0.9903040528297424,,0.9695494174957275,,-1.920728087425232,,,,,,,
,46,,,,,,,,0.9898384213447571,,0.9703339338302612,,-1.921328067779541
46,46,,,,,,,0.9898384809494019,,0.9703338742256165,,-1.9213281869888306,
46,46,0.9904523491859436,,0.969995379447937,,-1.921886920928955,,,,,,,
,47,,,,,,,,0.9899910092353821,,0.9707713723182678,,-1.922479271888733
47,47,,,,,,,0.9899910688400269,,0.9707713723182678,,-1.9224793910980225,
47,47,0.9906032085418701,,0.9704144597053528,,-1.9229990243911743,,,,,,,
,48,,,,,,,,0.9901412129402161,,0.9711703658103943,,-1.9235515594482422
48,48,,,,,,,0.9901412129402161,,0.9711704254150391,,-1.9235515594482422,
48,48,0.9907311201095581,,0.9707933068275452,,-1.923987865447998,,,,,,,
49,49,,0.990879237651825,,0.9712149500846863,,-1.9251000881195068,,,,,,
,49,,,,,,,,0.990281879901886,,0.9715386033058167,,-1.924545407295227
49,49,,,,,,,0.990281879901886,,0.9715385437011719,,-1.924545407295227,
49,49,0.990879237651825,,0.971215009689331,,-1.9251000881195068,,,,,,,
,50,,,,,,,,0.9904143810272217,,0.9718595147132874,,-1.9254316091537476
50,50,,,,,,,0.9904143214225769,,0.9718595147132874,,-1.9254316091537476,
50,50,0.9909918308258057,,0.9715826511383057,,-1.9260376691818237,,,,,,,
,51,,,,,,,,0.9905522465705872,,0.9721760153770447,,-1.92631995677948
51,51,,,,,,,0.9905523061752319,,0.9721760749816895,,-1.92631995677948,
51,51,0.9911142587661743,,0.971964955329895,,-1.9270234107971191,,,,,,,
,52,,,,,,,,0.9906740188598633,,0.9724753499031067,,-1.9271433353424072
52,52,,,,,,,0.9906740188598633,,0.9724754095077515,,-1.9271434545516968,
52,52,0.9912378787994385,,0.9723155498504639,,-1.927950143814087,,,,,,,
,53,,,,,,,,0.9907938838005066,,0.9727476239204407,,-1.9279104471206665
53,53,,,,,,,0.9907938241958618,,0.9727476835250854,,-1.9279104471206665,
53,53,0.9913340210914612,,0.9726486802101135,,-1.928788661956787,,,,,,,
,54,,,,,,,,0.9909144043922424,,0.9730222821235657,,-1.9286837577819824
54,54,,,,,,,0.9909144043922424,,0.9730222821235657,,-1.9286837577819824,
54,54,0.9914398789405823,,0.9729839563369751,,-1.9296506643295288,,,,,,,
,55,,,,,,,,0.9910367727279663,,0.9732961654663086,,-1.9294593334197998
55,55,,,,,,,0.9910367727279663,,0.9732961654663086,,-1.9294593334197998,
55,55,0.9915581345558167,,0.9732881188392639,,-1.930477499961853,,,,,,,
,56,,,,,,,,0.9911538362503052,,0.9735811948776245,,-1.930246353149414
56,56,,,,,,,0.9911537766456604,,0.9735811352729797,,-1.9302462339401245,
56,56,0.9916754364967346,,0.9736068844795227,,-1.931330680847168,,,,,,,
,57,,,,,,,,0.9912671446800232,,0.9738553762435913,,-1.9310047626495361
57,57,,,,,,,0.9912670850753784,,0.9738553762435913,,-1.9310047626495361,
57,57,0.9917908906936646,,0.9739051461219788,,-1.9321402311325073,,,,,,,
,58,,,,,,,,0.9913821220397949,,0.9741308093070984,,-1.9317693710327148
58,58,,,,,,,0.9913821816444397,,0.9741308689117432,,-1.9317693710327148,
58,58,0.9919016361236572,,0.9741777777671814,,-1.9328910112380981,,,,,,,
,59,,,,,,,,0.9915029406547546,,0.9743983149528503,,-1.932530164718628
59,59,,,,,,,0.9915028810501099,,0.9743983149528503,,-1.932530164718628,
59,59,0.9920376539230347,,0.9744659662246704,,-1.933722734451294,,,,,,,
,60,,,,,,,,0.9916245937347412,,0.9746682643890381,,-1.9332976341247559
60,60,,,,,,,0.9916245937347412,,0.9746682047843933,,-1.9332975149154663,
60,60,0.9921666979789734,,0.9747274518013,,-1.9344884157180786,,,,,,,
,61,,,,,,,,0.9917311072349548,,0.9749022126197815,,-1.9339649677276611
61,61,,,,,,,0.9917310476303101,,0.9749022722244263,,-1.9339650869369507,
61,61,0.9922942519187927,,0.9749936461448669,,-1.9352601766586304,,,,,,,
,62,,,,,,,,0.9918426871299744,,0.9751473069190979,,-1.934664249420166
62,62,,,,,,,0.9918426871299744,,0.9751473665237427,,-1.934664249420166,
62,62,0.9924057126045227,,0.9752285480499268,,-1.9359397888183594,,,,,,,
,63,,,,,,,,0.991961658000946,,0.9753738641738892,,-1.9353420734405518
63,63,,,,,,,0.991961658000946,,0.9753738641738892,,-1.9353420734405518,
63,63,0.9925219416618347,,0.9754510521888733,,-1.936604619026184,,,,,,,
,64,,,,,,,,0.9920710325241089,,0.9755818247795105,,-1.935964822769165
64,64,,,,,,,0.9920710921287537,,0.9755817651748657,,-1.935964822769165,
64,64,0.9926490783691406,,0.975676417350769,,-1.9372966289520264,,,,,,,
,65,,,,,,,,0.9921814799308777,,0.975773274898529,,-1.9365575313568115
65,65,,,,,,,0.9921814203262329,,0.975773274898529,,-1.936557650566101,
65,65,0.9927645325660706,,0.9758923649787903,,-1.9379475116729736,,,,,,,
,66,,,,,,,,0.9922914505004883,,0.9759544730186462,,-1.9371294975280762
66,66,,,,,,,0.9922913908958435,,0.9759544134140015,,-1.9371294975280762,
66,66,0.9928967356681824,,0.976102352142334,,-1.9386197328567505,,,,,,,
,67,,,,,,,,0.9923955202102661,,0.9761199355125427,,-1.9376590251922607
67,67,,,,,,,0.9923955202102661,,0.9761199355125427,,-1.9376589059829712,
67,67,0.9929966330528259,,0.9763070940971375,,-1.9392178058624268,,,,,,,
,68,,,,,,,,0.9924966096878052,,0.9762611985206604,,-1.9381353855133057
68,68,,,,,,,0.9924966096878052,,0.9762611985206604,,-1.9381353855133057,
68,68,0.9931011199951172,,0.976499617099762,,-1.939801573753357,,,,,,,
,69,,,,,,,,0.9926074147224426,,0.9764111042022705,,-1.9386481046676636
69,69,,,,,,,0.9926073551177979,,0.9764110445976257,,-1.9386481046676636,
69,69,0.9932193160057068,,0.9767038822174072,,-1.9404350519180298,,,,,,,
,70,,,,,,,,0.9927085638046265,,0.9765382409095764,,-1.9390971660614014
70,70,,,,,,,0.9927085638046265,,0.9765382409095764,,-1.9390971660614014,
70,70,0.9933041334152222,,0.9768890142440796,,-1.940965175628662,,,,,,,
,71,,,,,,,,0.992805004119873,,0.9766473770141602,,-1.9395018815994263
71,71,,,,,,,0.9928050637245178,,0.9766473770141602,,-1.9395018815994263,
71,71,0.9934201836585999,,0.9770617485046387,,-1.9415332078933716,,,,,,,
,72,,,,,,,,0.9929091930389404,,0.9767598509788513,,-1.9399285316467285
72,72,,,,,,,0.9929091334342957,,0.9767598509788513,,-1.9399285316467285,
72,72,0.9935072660446167,,0.9772372841835022,,-1.9420493841171265,,,,,,,
,73,,,,,,,,0.9930039644241333,,0.9768613576889038,,-1.9403150081634521
73,73,,,,,,,0.9930039644241333,,0.9768613576889038,,-1.9403150081634521,
73,73,0.9936026334762573,,0.9774032831192017,,-1.9425632953643799,,,,,,,
,74,,,,,,,,0.9930937886238098,,0.9769708514213562,,-1.9407073259353638
74,74,,,,,,,0.9930938482284546,,0.9769708514213562,,-1.9407073259353638,
74,74,0.9936924576759338,,0.9775625467300415,,-1.9430532455444336,,,,,,,
,75,,,,,,,,0.9931827783584595,,0.9770793318748474,,-1.9410960674285889
75,75,,,,,,,0.9931827783584595,,0.9770793318748474,,-1.9410961866378784,
75,75,0.9937779903411865,,0.977729320526123,,-1.9435495138168335,,,,,,,
,76,,,,,,,,0.9932680726051331,,0.9771837592124939,,-1.9414695501327515
76,76,,,,,,,0.9932680130004883,,0.9771837592124939,,-1.9414695501327515,
76,76,0.9938564896583557,,0.9778795838356018,,-1.94399893283844,,,,,,,
,77,,,,,,,,0.9933565855026245,,0.9773103594779968,,-1.9418928623199463
77,77,,,,,,,0.9933565855026245,,0.9773103594779968,,-1.9418928623199463,
77,77,0.9939522743225098,,0.9780476689338684,,-1.9445182085037231,,,,,,,
,78,,,,,,,,0.9934307336807251,,0.9774221181869507,,-1.942258596420288
78,78,,,,,,,0.9934306740760803,,0.9774221181869507,,-1.9422584772109985,
78,78,0.9940287470817566,,0.9781745076179504,,-1.9449183940887451,,,,,,,
,79,,,,,,,,0.9935122132301331,,0.9775335788726807,,-1.9426383972167969
79,79,,,,,,,0.9935122132301331,,0.9775335192680359,,-1.9426383972167969,
79,79,0.9941099286079407,,0.9783309102058411,,-1.9453860521316528,,,,,,,
,80,,,,,,,,0.9935929179191589,,0.977657675743103,,-1.943041443824768
80,80,,,,,,,0.9935928583145142,,0.977657675743103,,-1.9430413246154785,
80,80,0.9941701889038086,,0.9784700274467468,,-1.9457778930664062,,,,,,,
,81,,,,,,,,0.9936659336090088,,0.9777686595916748,,-1.9434034824371338
81,81,,,,,,,0.9936659336090088,,0.9777686595916748,,-1.9434034824371338,
81,81,0.9942507147789001,,0.9786128997802734,,-1.9462177753448486,,,,,,,
,82,,,,,,,,0.993742823600769,,0.9778905510902405,,-1.9437947273254395
82,82,,,,,,,0.993742823600769,,0.9778905510902405,,-1.9437947273254395,
82,82,0.9943289160728455,,0.9787518978118896,,-1.9466451406478882,,,,,,,
,83,,,,,,,,0.9938201904296875,,0.9779897928237915,,-1.9441425800323486
83,83,,,,,,,0.9938201904296875,,0.9779897928237915,,-1.9441425800323486,
83,83,0.9943942427635193,,0.9788801074028015,,-1.947026014328003,,,,,,,
,84,,,,,,,,0.9938995242118835,,0.978100597858429,,-1.9445170164108276
84,84,,,,,,,0.9938995242118835,,0.9781006574630737,,-1.944516897201538,
84,84,0.9944567084312439,,0.9790067672729492,,-1.9473985433578491,,,,,,,
,85,,,,,,,,0.9939682483673096,,0.978193998336792,,-1.9448363780975342
85,85,,,,,,,0.9939682483673096,,0.978193998336792,,-1.9448363780975342,
85,85,0.9945316910743713,,0.9791492223739624,,-1.9478265047073364,,,,,,,
,86,,,,,,,,0.9940407872200012,,0.9782927632331848,,-1.945173740386963
86,86,,,,,,,0.9940407872200012,,0.9782927632331848,,-1.945173740386963,
86,86,0.9945890307426453,,0.9792762994766235,,-1.9481894969940186,,,,,,,
,87,,,,,,,,0.9941103458404541,,0.9783827662467957,,-1.9454882144927979
87,87,,,,,,,0.9941103458404541,,0.9783827662467957,,-1.9454882144927979,
87,87,0.9946467280387878,,0.9793950319290161,,-1.94853675365448,,,,,,,
,88,,,,,,,,0.9941755533218384,,0.9784737229347229,,-1.9457957744598389
88,88,,,,,,,0.9941755533218384,,0.9784736633300781,,-1.9457957744598389,
88,88,0.9947106838226318,,0.9795140027999878,,-1.948897123336792,,,,,,,
,89,,,,,,,,0.9942458271980286,,0.97855544090271,,-1.9460954666137695
89,89,,,,,,,0.9942458271980286,,0.97855544090271,,-1.946095585823059,
89,89,0.9947647452354431,,0.9796305298805237,,-1.949232816696167,,,,,,,
,90,,,,,,,,0.9943059086799622,,0.9786365628242493,,-1.946373701095581
90,90,,,,,,,0.9943059086799622,,0.9786365628242493,,-1.9463738203048706,
90,90,0.9948285818099976,,0.9797569513320923,,-1.9496076107025146,,,,,,,
,91,,,,,,,,0.9943653345108032,,0.9787137508392334,,-1.9466431140899658
91,91,,,,,,,0.994365394115448,,0.9787138104438782,,-1.9466432332992554,
91,91,0.9948937296867371,,0.9798667430877686,,-1.949952483177185,,,,,,,
,92,,,,,,,,0.9944260120391846,,0.9788035154342651,,-1.946939468383789
92,92,,,,,,,0.9944260120391846,,0.9788035154342651,,-1.9469393491744995,
92,92,0.9949448108673096,,0.9799900054931641,,-1.950295329093933,,,,,,,
,93,,,,,,,,0.9944831132888794,,0.978882372379303,,-1.9472074508666992
93,93,,,,,,,0.9944830536842346,,0.9788824319839478,,-1.9472074508666992,
93,93,0.9949927926063538,,0.9801191091537476,,-1.9506441354751587,,,,,,,
,94,,,,,,,,0.9945338368415833,,0.9789617657661438,,-1.9474637508392334
94,94,,,,,,,0.9945338368415833,,0.9789618253707886,,-1.9474637508392334,
94,94,0.995043933391571,,0.9802228212356567,,-1.9509491920471191,,,,,,,
,95,,,,,,,,0.994588315486908,,0.9790409207344055,,-1.9477269649505615
95,95,,,,,,,0.9945883750915527,,0.9790408611297607,,-1.9477269649505615,
95,95,0.9951169490814209,,0.980331540107727,,-1.951307773590088,,,,,,,
,96,,,,,,,,0.9946362376213074,,0.9791181087493896,,-1.9479734897613525
96,96,,,,,,,0.9946362376213074,,0.9791181087493896,,-1.9479734897613525,
96,96,0.9951452016830444,,0.9804449677467346,,-1.951586365699768,,,,,,,
,97,,,,,,,,0.9946860671043396,,0.9791978001594543,,-1.9482287168502808
97,97,,,,,,,0.9946860074996948,,0.9791978001594543,,-1.9482285976409912,
97,97,0.9951878190040588,,0.9805518984794617,,-1.951880931854248,,,,,,,
,98,,,,,,,,0.99472975730896,,0.9792796969413757,,-1.9484760761260986
98,98,,,,,,,0.9947296977043152,,0.9792796969413757,,-1.9484761953353882,
98,98,0.9952376484870911,,0.9806575775146484,,-1.952187180519104,,,,,,,
99,99,,0.9952880144119263,,0.9807679057121277,,-1.9525039196014404,,,,,,
,99,,,,,,,,0.9947696328163147,,0.9793521165847778,,-1.9486972093582153
99,99,,,,,,,0.9947696328163147,,0.9793521761894226,,-1.9486973285675049,
99,99,0.9952880144119263,,0.9807679057121277,,-1.9525039196014404,,,,,,,
,100,,,,,,,,0.9948204159736633,,0.9794310927391052,,-1.9489529132843018
100,100,,,,,,,0.9948204159736633,,0.97943115234375,,-1.9489527940750122,
100,100,0.9953288435935974,,0.9808868765830994,,-1.9528186321258545,,,,,,,
,101,,,,,,,,0.9948561787605286,,0.9795078635215759,,-1.949174404144287
101,101,,,,,,,0.9948562383651733,,0.9795078635215759,,-1.949174404144287,
101,101,0.9953672885894775,,0.9809696078300476,,-1.9530574083328247,,,,,,,
,102,,,,,,,,0.9948956966400146,,0.9795835018157959,,-1.9494012594223022
102,102,,,,,,,0.9948956966400146,,0.9795835614204407,,-1.9494011402130127,
